inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
Compliance,14236126,PC8332434,7,3023190017,3,02319,0017,164,BEDFORD AVENUE,11249,40.718302840715,-73.957230033332,Brooklyn,2026-02-02T10:00:00.000,Rat Activity,2026-02-03T11:12:27.000,"{'latitude': '40.718302840715', 'longitude': '-73.957230033332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,553,3061921,Williamsburg,996106,200979
Treatments,3062460,PC8518112,4,2039470040,2,03947,0040,2145,STARLING AVENUE,10462,40.83620365935,-73.853706831104,Bronx,2026-02-02T10:12:32.000,Bait applied,2026-02-03T10:32:33.000,"{'latitude': '40.83620365935', 'longitude': '-73.853706831104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,222,2041222,Parkchester,1024731,243965
Compliance,14236127,PC8449226,4,3023140020,3,02314,0020,264,NORTH NINTH STREET,11211,40.716780608413,-73.953060893096,Brooklyn,2026-02-02T10:15:00.000,Rat Activity,2026-02-03T11:05:07.000,"{'latitude': '40.716780608413', 'longitude': '-73.953060893096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,519,3061845,Williamsburg,997262,200425
Initial,14236221,PC8652517,1,2043190040,2,04319,0040,2187,HOLLAND AVENUE,10462,40.856013366395,-73.865711738462,Bronx,2026-02-02T10:25:56.000,Rat Activity and F,2026-02-03T10:57:28.000,"{'latitude': '40.856013366395', 'longitude': '-73.865711738462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,13,22403,2049408,Pelham Parkway-Van Nest,1021398,251177
Initial,14235877,PC8654000,1,1020760053,1,02076,0053,532,WEST 145 STREET,10031,40.825654944786,-73.948647840004,Manhattan,2026-02-02T10:28:00.000,Rat Activity,2026-02-03T15:18:51.000,"{'latitude': '40.825654944786', 'longitude': '-73.948647840004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061920,Hamilton Heights-Sugar Hill,,
Treatments,3062481,PC8520241,15,1008820031,1,882,0031,137,EAST 26 STREET,10010,40.741310707099,-73.983111266375,Manhattan,2026-02-02T10:35:23.000,Bait applied,2026-02-03T11:53:49.000,"{'latitude': '40.741310707099', 'longitude': '-73.983111266375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,68,1018135,Gramercy,,
Compliance,14235661,PC8431511,12,3051220062,3,05122,0062,201,EAST   18 STREET,11226,40.646169235557,-73.962443924829,Brooklyn,2026-02-02T10:36:27.000,Rat Activity,2026-02-03T11:10:39.000,"{'latitude': '40.646169235557', 'longitude': '-73.962443924829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,512,3117606,Flatbush,994672,174698
Treatments,3062458,PC8617500,4,2039387501,2,03938,7501,1949,MCGRAW AVENUE,10462,40.834729165684,-73.859857151404,Bronx,2026-02-02T10:37:30.000,Bait applied,2026-02-03T10:32:35.000,"{'latitude': '40.834729165684', 'longitude': '-73.859857151404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096668,Parkchester,1023030,243425
Treatments,3062489,PC8640642,3,1009070010,1,00907,0010,213,EAST   26 STREET,10010,40.740407346911,-73.980982389969,Manhattan,2026-02-02T10:47:23.000,Bait applied,2026-02-03T11:50:04.000,"{'latitude': '40.740407346911', 'longitude': '-73.980982389969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,66,1077021,Murray Hill-Kips Bay,989520,209030
Initial,14235879,PC8653816,1,1020760061,1,02076,0061,3534,BROADWAY,10031,40.826215722794,-73.950587762032,Manhattan,2026-02-02T10:48:00.000,Rat Activity,2026-02-03T15:20:43.000,"{'latitude': '40.826215722794', 'longitude': '-73.950587762032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061922,Hamilton Heights-Sugar Hill,,
Compliance,14236308,PC8638231,2,2030320007,2,03032,0007,2422,WEBSTER AVENUE,10458,40.859338952589,-73.893556006544,Bronx,2026-02-02T10:50:00.000,Rat Activity and F,2026-02-03T11:11:33.000,"{'latitude': '40.859338952589', 'longitude': '-73.893556006544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,38304,2011220,Belmont,,
Compliance,14236303,PC8644913,2,2038730015,2,03873,0015,1322,NOBLE AVENUE,10472,40.833086603748,-73.870524668222,Bronx,2026-02-02T10:50:00.000,Failed for Other R,2026-02-03T11:09:27.000,"{'latitude': '40.833086603748', 'longitude': '-73.870524668222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,76,2027737,Soundview-Bruckner-Bronx River,1020079,242822
Treatments,3062459,PC8613396,4,2039387501,2,03938,7501,1949,MCGRAW,,0.00000000000000000000,0.00000000000000000000,Bronx,2026-02-02T10:52:36.000,Bait applied,2026-02-03T10:32:34.000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096668,Parkchester,,
Compliance,14235972,PC8402423,7,3018920070,3,01892,0070,515,MYRTLE AVENUE,11205,40.693602316755,-73.964277857587,Brooklyn,2026-02-02T10:55:00.000,Rat Activity and F,2026-02-03T13:16:01.000,"{'latitude': '40.693602316755', 'longitude': '-73.964277857587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,191,3332261,Clinton Hill,,
Initial,14236130,PC8658761,1,3027500003,3,02750,0003,388,GRAHAM AVENUE,11211,40.716181240433,-73.944645396031,Brooklyn,2026-02-02T10:58:00.000,Rat Activity,2026-02-03T12:37:10.000,"{'latitude': '40.716181240433', 'longitude': '-73.944645396031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,497,3068453,East Williamsburg,999595,200208
Treatments,3062485,PC8617592,4,1009060041,1,00906,0041,226,EAST   26 STREET,10010,40.740195925107,-73.98053497879,Manhattan,2026-02-02T11:00:23.000,Bait applied,2026-02-03T11:52:17.000,"{'latitude': '40.740195925107', 'longitude': '-73.98053497879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,66,1019841,Murray Hill-Kips Bay,989644,208953
Initial,14235884,PC8654057,1,1020760013,1,02076,0013,549,WEST 144 STREET,10031,40.825131053576,-73.949446778019,Manhattan,2026-02-02T11:08:00.000,Rat Activity,2026-02-03T15:26:42.000,"{'latitude': '40.825131053576', 'longitude': '-73.949446778019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061900,Hamilton Heights-Sugar Hill,,
Compliance,14236301,PC8642037,2,2038180034,2,03818,0034,2260,HAVILAND AVENUE,10462,40.83071888259,-73.848862289726,Bronx,2026-02-02T11:10:00.000,Failed for Other R,2026-02-03T11:08:22.000,"{'latitude': '40.83071888259', 'longitude': '-73.848862289726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,92,2026722,Castle Hill-Unionport,1026075,241969
Initial,14236222,PC8661137,1,2050340017,2,05034,0017,4325,CARPENTER AVENUE,10466,40.897216878658,-73.858560153724,Bronx,2026-02-02T11:10:56.000,Failed for Other R,2026-02-03T10:52:54.000,"{'latitude': '40.897216878658', 'longitude': '-73.858560153724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,11,418,2069581,Wakefield-Woodlawn,1023352,266192
Compliance,14236229,PC8636417,2,2028210032,2,02821,0032,1560,GRAND CONCOURSE,10457,40.842452614058,-73.912174645875,Bronx,2026-02-02T11:18:01.000,Failed for Other R,2026-02-03T10:27:19.000,"{'latitude': '40.842452614058', 'longitude': '-73.912174645875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,225,2007852,Mount Eden-Claremont (West),,
Initial,14236132,PC8653384,1,3028930153,3,02893,0153,43,MASPETH AVENUE,11211,40.715600224112,-73.940897888328,Brooklyn,2026-02-02T11:24:00.000,Failed for Other R,2026-02-03T12:38:44.000,"{'latitude': '40.715600224112', 'longitude': '-73.940897888328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,477,3348031,East Williamsburg,1000634,199997
Compliance,14235909,PC8236452,7,2027190092,2,02719,0092,1124,FOX STREET,10459,40.827568882841,-73.893841897216,Bronx,2026-02-02T11:24:26.000,Rat Activity,2026-02-03T11:00:21.000,"{'latitude': '40.827568882841', 'longitude': '-73.893841897216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,125,2005718,Crotona Park East,1013629,240803
Compliance,14236309,PC8634319,2,2032140013,2,03214,0013,2532,UNIVERSITY AVENUE,10468,40.865923560923,-73.902851709016,Bronx,2026-02-02T11:25:00.000,Rat Activity and F,2026-02-03T11:12:09.000,"{'latitude': '40.865923560923', 'longitude': '-73.902851709016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,265,2014651,University Heights (North)-Fordham,1011120,254774
Compliance,14236223,PC8642035,2,2050060034,2,05006,0034,1742,PITMAN AVENUE,10466,40.89526198505,-73.851510986529,Bronx,2026-02-02T11:32:56.000,Failed for Other R,2026-02-03T11:03:08.000,"{'latitude': '40.89526198505', 'longitude': '-73.851510986529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,11,430,2101794,Wakefield-Woodlawn,1025302,265483
Compliance,14236230,PC8636511,2,2028210061,2,02821,0061,1551,SHERIDAN AVENUE,10457,40.842012614323,-73.911080129629,Bronx,2026-02-02T11:34:01.000,Failed for Other R,2026-02-03T11:22:30.000,"{'latitude': '40.842012614323', 'longitude': '-73.911080129629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,225,2007854,Mount Eden-Claremont (West),,
Compliance,14235974,PC8512018,7,3019030016,3,01903,0016,167,WAVERLY AVENUE,11205,40.692771678061,-73.967743734492,Brooklyn,2026-02-02T11:40:00.000,Rat Activity,2026-02-03T13:20:27.000,"{'latitude': '40.692771678061', 'longitude': '-73.967743734492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,195,3054809,Clinton Hill,993189,191713
Compliance,14236113,PC8653673,2,4006510036,4,00651,0036,30-25,36 STREET,11103,40.764215145599,-73.918025253686,Queens,2026-02-02T11:40:00.000,Rat Activity,2026-02-03T11:57:11.000,"{'latitude': '40.764215145599', 'longitude': '-73.918025253686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,63,4010003,Astoria (Central),,
Initial,14235654,PC8664221,1,1020160101,1,02016,0101,2619,ADAM C POWELL BOULEVARD,10039,40.825327663413,-73.93636655978,Manhattan,2026-02-02T11:40:21.000,Rat Activity,2026-02-03T09:34:12.000,"{'latitude': '40.825327663413', 'longitude': '-73.93636655978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,236,1000000,Harlem (North),,
Compliance,14236190,PC8567375,8,2031980110,2,03198,0110,15,EVELYN PLACE,10468,40.859219251147,-73.904123219746,Bronx,2026-02-02T11:40:37.000,Rat Activity,2026-02-03T12:32:08.000,"{'latitude': '40.859219251147', 'longitude': '-73.904123219746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,239,2014287,Fordham Heights,1010771,252331
Compliance,14235970,PC8646976,2,4006280021,4,00628,0021,28-08,35 STREET,11103,40.766734172928,-73.917105178789,Queens,2026-02-02T11:42:30.000,Rat Activity,2026-02-03T10:17:00.000,"{'latitude': '40.766734172928', 'longitude': '-73.917105178789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,6501,4009167,Astoria (Central),,
Treatments,3062482,PC8528711,14,1009010038,1,901,0038,240,EAST 21 STREET,10010,40.737119453509,-73.983112332827,Manhattan,2026-02-02T11:47:23.000,Bait applied,2026-02-03T11:53:23.000,"{'latitude': '40.737119453509', 'longitude': '-73.983112332827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,64,1019623,Gramercy,,
Initial,14235910,PC8651474,1,2029810001,2,02981,0001,1460,SOUTHERN BOULEVARD,10460,40.832640826639,-73.890556166417,Bronx,2026-02-02T11:52:26.000,Rat Activity,2026-02-03T11:14:29.000,"{'latitude': '40.832640826639', 'longitude': '-73.890556166417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2010568,Crotona Park East,,
Compliance,14235649,PC8613391,4,1003480027,1,00348,0027,97,CLINTON STREET,10002,40.718460847855,-73.985393387226,Manhattan,2026-02-02T11:54:47.000,Rat Activity,2026-02-03T09:14:07.000,"{'latitude': '40.718460847855', 'longitude': '-73.985393387226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,1402,1004183,Lower East Side,988295,201026
Initial,14236310,PC8659130,1,2032500005,2,03250,0005,2830,SEDGWICK AVENUE,10468,40.873028899168,-73.901951780852,Bronx,2026-02-02T11:55:00.000,Rat Activity,2026-02-03T11:16:55.000,"{'latitude': '40.873028899168', 'longitude': '-73.901951780852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,26702,2015396,Kingsbridge Heights-Van Cortlandt Village,1011366,257363
Compliance,14236305,PC8644838,2,2034560034,2,03456,0034,254,SOUNDVIEW AVENUE,10473,40.810756820716,-73.855634249473,Bronx,2026-02-02T12:00:00.000,Rat Activity,2026-02-03T11:10:21.000,"{'latitude': '40.810756820716', 'longitude': '-73.855634249473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,4,2020207,Soundview-Clason Point,,
Initial,14236253,PC8653972,1,1020790057,1,02079,0057,558,WEST 148 STREET,10031,40.827789951653,-73.947757286424,Manhattan,2026-02-02T12:02:06.000,Rat Activity,2026-02-03T16:26:51.000,"{'latitude': '40.827789951653', 'longitude': '-73.947757286424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,233,1062005,Hamilton Heights-Sugar Hill,,
Initial,14236254,PC8653715,1,1020790055,1,02079,0055,554,WEST 148 STREET,10031,40.827756978599,-73.947677817374,Manhattan,2026-02-02T12:08:06.000,Rat Activity,2026-02-03T16:27:29.000,"{'latitude': '40.827756978599', 'longitude': '-73.947677817374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,233,1062004,Hamilton Heights-Sugar Hill,,
Compliance,14235976,PC8488741,7,3019170025,3,01917,0025,126,WILLOUGHBY AVENUE,11205,40.691654432927,-73.967311556342,Brooklyn,2026-02-02T12:10:00.000,Rat Activity,2026-02-03T13:22:36.000,"{'latitude': '40.691654432927', 'longitude': '-73.967311556342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,195,3055058,Clinton Hill,,
Compliance,14235800,PC8543361,3,3004130043,3,00413,0043,162,4 AVENUE,11217,40.679407704598,-73.981699288588,Brooklyn,2026-02-02T12:10:00.000,Rat Activity,2026-02-03T12:58:46.000,"{'latitude': '40.679407704598', 'longitude': '-73.981699288588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,127,3006628,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,989326,186806
Initial,14236176,PC8654192,1,1020100018,1,02010,0018,117,WEST  141 STREET,10030,40.81817340201,-73.938725417624,Manhattan,2026-02-02T12:15:45.000,Rat Activity,2026-02-03T09:57:44.000,"{'latitude': '40.81817340201', 'longitude': '-73.938725417624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,230,1060087,Harlem (North),1001210,237368
Initial,14236115,PC8667053,1,4005750022,4,00575,0022,27-15,30 AVENUE,11102,40.768185532502,-73.924150411475,Queens,2026-02-02T12:16:00.000,Failed for Other R,2026-02-03T11:58:52.000,"{'latitude': '40.768185532502', 'longitude': '-73.924150411475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,71,4445849,Astoria (Central),,
Compliance,14236233,PC8636451,2,2028320060,2,02832,0060,1455,SHERIDAN AVENUE,10457,40.839770817443,-73.911928829288,Bronx,2026-02-02T12:16:01.000,Failed for Other R,2026-02-03T11:57:18.000,"{'latitude': '40.839770817443', 'longitude': '-73.911928829288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,225,2007995,Mount Eden-Claremont (West),,
Initial,14236136,PC8657263,1,3014000042,3,01400,0042,1578,UNION STREET,11213,40.668141131217,-73.93722002164,Brooklyn,2026-02-02T12:17:57.000,Rat Activity,2026-02-03T11:26:05.000,"{'latitude': '40.668141131217', 'longitude': '-73.93722002164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,35,335,3037671,Crown Heights (South),1001666,182707
Initial,14236112,PC8662312,1,4005380043,4,00538,0043,28-10,21 STREET,11102,40.770866288173,-73.927039206999,Queens,2026-02-02T12:36:00.000,Rat Activity,2026-02-03T11:51:02.000,"{'latitude': '40.770866288173', 'longitude': '-73.927039206999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,83,4000000,Old Astoria-Hallets Point,1004459,220135
Initial,14235655,PC8664222,1,1021050001,1,02105,0001,2930,8 AVENUE,10039,40.829307965405,-73.93714325357,Manhattan,2026-02-02T12:45:21.000,Rat Activity,2026-02-03T09:28:25.000,"{'latitude': '40.829307965405', 'longitude': '-73.93714325357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,24302,1076737,Harlem (North),,
Initial,14236178,PC8664233,1,1020430007,1,02043,0007,311,WEST  141 STREET,10030,40.820503764368,-73.944262016555,Manhattan,2026-02-02T12:48:41.000,Rat Activity,2026-02-03T10:02:57.000,"{'latitude': '40.820503764368', 'longitude': '-73.944262016555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,259,1060741,Harlem (North),999677,238216
Compliance,14236234,PC8638271,2,2030320002,2,03032,0002,2406,WEBSTER AVENUE,10458,40.858946700559,-73.893820540081,Bronx,2026-02-02T12:52:01.000,Rat Activity,2026-02-03T12:00:51.000,"{'latitude': '40.858946700559', 'longitude': '-73.893820540081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,38304,2011215,Belmont,,
Initial,14235771,PC8665650,1,3011420003,3,01142,0003,661,CLASSON AVENUE,11238,40.677754975242,-73.959022711328,Brooklyn,2026-02-02T12:55:16.000,Rat Activity,2026-02-03T08:27:53.000,"{'latitude': '40.677754975242', 'longitude': '-73.959022711328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,305,3028010,Crown Heights (North),,
Compliance,14235689,PC8634426,6,1015430130,1,01543,0130,354,East 81st street.,10028,40.774104872559,-73.952828975565,Manhattan,2026-02-02T12:55:42.000,Failed for Other R,2026-02-03T07:49:49.000,"{'latitude': '40.774104872559', 'longitude': '-73.952828975565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,138,1049830,Upper East Side-Yorkville,,
Initial,14236117,PC8660405,1,4008990001,4,00899,0001,14-35,26 AVENUE,11102,40.774366113217,-73.927450565574,Queens,2026-02-02T12:58:00.000,Failed for Other R,2026-02-03T12:01:20.000,"{'latitude': '40.774366113217', 'longitude': '-73.927450565574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,91,4020442,Old Astoria-Hallets Point,1004344,221410
Initial,14236056,PC8664205,1,4001840001,4,00184,0001,41-41,41 STREET,11104,40.746805627067,-73.922698764478,Queens,2026-02-02T13:00:00.000,Rat Activity,2026-02-03T10:05:03.000,"{'latitude': '40.746805627067', 'longitude': '-73.922698764478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,18102,4002378,Sunnyside,1005669,211370
Compliance,14236235,PC8637612,2,2030320003,2,03032,0003,2408,WEBSTER AVENUE,10458,40.859108539282,-73.893711827022,Bronx,2026-02-02T13:10:00.000,Rat Activity,2026-02-03T12:03:31.000,"{'latitude': '40.859108539282', 'longitude': '-73.893711827022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,38304,2011216,Belmont,,
Initial,14236312,PC8650119,1,2057430203,2,05743,0203,2550,INDEPENDENCE AVENUE,10463,40.880362878103,-73.919740264321,Bronx,2026-02-02T13:20:00.000,Rat Activity,2026-02-03T10:55:30.000,"{'latitude': '40.880362878103', 'longitude': '-73.919740264321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,29301,2083470,Riverdale-Spuyten Duyvil,1006444,260030
Initial,14236137,PC8661052,1,3013250001,3,01325,0001,446,KINGSTON AVENUE,11225,40.663530062112,-73.942764464588,Brooklyn,2026-02-02T13:23:57.000,Rat Activity,2026-02-03T11:27:14.000,"{'latitude': '40.663530062112', 'longitude': '-73.942764464588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,40,329,3035179,Prospect Lefferts Gardens-Wingate,1000129,181026
Compliance,14236057,PC8652906,2,4001710048,4,00171,0048,47-34,45 STREET,11377,40.740529375601,-73.920183619099,Queens,2026-02-02T13:34:00.000,Rat Activity and F,2026-02-03T10:04:14.000,"{'latitude': '40.740529375601', 'longitude': '-73.920183619099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,18502,4002089,Sunnyside,,
Initial,14236313,PC8650387,1,2059030283,2,05903,0283,3611,HENRY HUDSON PARKWAY WEST,10463,40.887348131925,-73.912140421994,Bronx,2026-02-02T13:35:00.000,Rat Activity,2026-02-03T10:56:00.000,"{'latitude': '40.887348131925', 'longitude': '-73.912140421994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,30701,2085775,Riverdale-Spuyten Duyvil,1008543,262577
Initial,14235978,PC8659073,1,3020460005,3,02046,0005,129,CLERMONT AVENUE,11205,40.69404612984,-73.971028305357,Brooklyn,2026-02-02T13:40:00.000,Rat Activity,2026-02-03T13:23:41.000,"{'latitude': '40.69404612984', 'longitude': '-73.971028305357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,35,187,3058122,Fort Greene,992284,192140
Compliance,14236058,PC8652905,2,4001710049,4,00171,0049,47-36,45 STREET,11377,40.740504675254,-73.920187257464,Queens,2026-02-02T13:49:00.000,Rat Activity,2026-02-03T10:03:22.000,"{'latitude': '40.740504675254', 'longitude': '-73.920187257464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,18502,4002090,Sunnyside,,
Compliance,14235908,PC8651516,2,4030010037,4,03001,0037,75-29,FURMANVILLE AVENUE,11379,40.717017173204,-73.878853206725,Queens,2026-02-02T13:50:14.000,Failed for Other R,2026-02-03T10:50:13.000,"{'latitude': '40.717017173204', 'longitude': '-73.878853206725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,30,659,4069679,Middle Village,1017833,200531
Initial,14236138,PC8658724,1,3050480091,3,05048,0091,259,PARKSIDE AVENUE,11226,40.655681526759,-73.959176880089,Brooklyn,2026-02-02T13:56:00.000,Rat Activity and F,2026-02-03T11:24:46.000,"{'latitude': '40.655681526759', 'longitude': '-73.959176880089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,40,79601,3115844,Prospect Lefferts Gardens-Wingate,995577,178164
Initial,14236119,PC8667054,1,4008760003,4,00876,0003,21-25,24 AVENUE,11102,40.77649751515,-73.921349898473,Queens,2026-02-02T14:04:00.000,Rat Activity,2026-02-03T12:04:12.000,"{'latitude': '40.77649751515', 'longitude': '-73.921349898473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,97,4019314,Astoria (North)-Ditmars-Steinway,,
Compliance,14236059,PC8652928,2,4001980005,4,00198,0005,47-51,40 STREET,11104,40.740422786058,-73.924925522431,Queens,2026-02-02T14:15:00.000,Rat Activity,2026-02-03T10:02:15.000,"{'latitude': '40.740422786058', 'longitude': '-73.924925522431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,18502,4002646,Sunnyside,,
Treatments,3062592,PC8301636,19,3014520023,3,01452,0023,1896,BERGEN STREET,11233,40.674359906089,-73.918377662902,Brooklyn,2026-02-03T10:20:40.000,Bait applied,2026-02-03T14:37:58.000,"{'latitude': '40.674359906089', 'longitude': '-73.918377662902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,303,3039035,Ocean Hill,1006891,184977
